alpha,accuracy,misclass_as_target
0.0,0.9746000170707703,0.10220000147819519
0.5,0.9502999782562256,0.10869999974966049
1.0,0.7698000073432922,0.18549999594688416
1.5,0.535099983215332,0.34610000252723694
2.0,0.349700003862381,0.5246999859809875
3.0,0.18240000307559967,0.7638000249862671
5.0,0.11420000344514847,0.942300021648407
