alpha,accuracy,misclass_as_target
0.0,0.9746000170707703,0.1137000024318695
0.5,0.9739000201225281,0.1136000007390976
1.0,0.9726999998092651,0.11349999904632568
1.5,0.9724000096321106,0.11339999735355377
2.0,0.9714999794960022,0.11339999735355377
3.0,0.9670000076293945,0.11330000311136246
5.0,0.9441999793052673,0.11219999939203262
