alpha,accuracy,misclass_as_target
0.0,0.9746000170707703,0.10220000147819519
0.5,0.9743000268936157,0.10189999639987946
1.0,0.9731000065803528,0.10159999877214432
1.5,0.972000002861023,0.10249999910593033
2.0,0.9700999855995178,0.1023000031709671
3.0,0.9635000228881836,0.10180000215768814
5.0,0.9408000111579895,0.1031000018119812
