alpha,accuracy,misclass_as_target
0.0,0.9746000170707703,0.09910000115633011
0.5,0.9639999866485596,0.10130000114440918
1.0,0.9301000237464905,0.1137000024318695
1.5,0.8188999891281128,0.1597999930381775
2.0,0.6277999877929688,0.2718000113964081
3.0,0.3506999909877777,0.546500027179718
5.0,0.14059999585151672,0.8711000084877014
