alpha,accuracy,misclass_as_target
0.0,0.9746000170707703,0.09910000115633011
0.5,0.9742000102996826,0.09920000284910202
1.0,0.9722999930381775,0.0989999994635582
1.5,0.9696999788284302,0.09870000183582306
2.0,0.96670001745224,0.09889999777078629
3.0,0.9549000263214111,0.09880000352859497
5.0,0.9023000001907349,0.09920000284910202
