alpha,accuracy,misclass_as_target
0.0,0.9746000170707703,0.1014999970793724
0.5,0.9732999801635742,0.10180000215768814
1.0,0.9726999998092651,0.10130000114440918
1.5,0.9708999991416931,0.10100000351667404
2.0,0.9693999886512756,0.10080000013113022
3.0,0.963100016117096,0.1006999984383583
5.0,0.9251000285148621,0.09700000286102295
