alpha,accuracy,misclass_as_target
0.0,0.9746000170707703,0.1137000024318695
0.5,0.9545999765396118,0.11990000307559967
1.0,0.847599983215332,0.16359999775886536
1.5,0.6625000238418579,0.27810001373291016
2.0,0.45910000801086426,0.4596000015735626
3.0,0.23229999840259552,0.732200026512146
5.0,0.13369999825954437,0.9408000111579895
